23.01.2026                                                                                 Salida dinámica de lista                                                                                         1
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Ce. |Alm.|CMv|Razión|Registrado|Hora    |Doc.mat.  |Usuario   |Fecha doc.|Material|Texto breve de material                 |Lote  |Cantidad|   Impte.ML|Txt.cab.doc.  |Pedido|Proveedor|Txt clase-mov.    |
| 4100|4175|YR1|  2521|02.02.2025|05:26:19|7810071289|WF-BATCH  |01.02.2025|50431838|UNA GLOSS LABIAL FPS15 BOCA 100 SSG     |Z80007|      1-|     1.218-|4175 258762617|      |         |SM Ventas Retail  |
| 4100|4175|YR1|  2521|02.02.2025|05:26:19|7810069838|WF-BATCH  |01.02.2025|50450285|FACES GLOSS DOLCE CHERRY BF 12ML        |ZA0004|      1-|       657-|4175 258868523|      |         |SM Ventas Retail  |
| 4100|4175|YR1|  2521|02.02.2025|05:26:19|7810070611|WF-BATCH  |01.02.2025|50460841|LUMINA COND AMPOLA NUTRICAO 20ML PS     |Z50003|      1-|     1.899-|4175 258762621|      |         |SM Ventas Retail  |
| 4100|4175|YR1|  2521|02.02.2025|05:26:19|7810071288|WF-BATCH  |01.02.2025|50462346|LUMINA SH MATIZACAO 300ML PS            |Z80012|      1-|     1.174-|4175 258868520|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:16|7810069837|WF-BATCH  |01.02.2025|50451472|EKOS SAB BARRA SORTIDOS 4X100G          |YC0001|      1-|     2.091-|4173 258883223|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:15|7810071192|WF-BATCH  |01.02.2025|50326103|EKOS HID POLPA MAOS CASTANHA 40G LTM    |Z70005|      1-|       557-|4173 258858145|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:15|7810071415|WF-BATCH  |01.02.2025|50353210|UNA SERUM LABIAL ROSA TERC              |Z2W001|      1-|     1.539-|4173 258858149|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:15|7810071414|WF-BATCH  |01.02.2025|50366365|EKOS OLEO HID DES TRIFASI ACAI 200ML LTM|Z50003|      1-|     1.757-|4173 258883222|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:15|7810071480|WF-BATCH  |01.02.2025|50366365|EKOS OLEO HID DES TRIFASI ACAI 200ML LTM|Z50003|      1-|     1.757-|4173 258883221|      |         |SM Ventas Retail  |
| 4100|4175|YR1|  2521|02.02.2025|05:26:15|7810070229|WF-BATCH  |01.02.2025|50372835|KAIAK MASC DES ROLL ON 75ML             |Z90021|      1-|       586-|4175 258762614|      |         |SM Ventas Retail  |
| 4100|4175|YR1|  2521|02.02.2025|05:26:15|7810070720|WF-BATCH  |01.02.2025|50372835|KAIAK MASC DES ROLL ON 75ML             |Z90021|      1-|       586-|4175 258762614|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:15|7810069364|WF-BATCH  |01.02.2025|50460842|LUMINA SH ANTIOLEOSIDADE 300ML PS       |Z80007|      1-|     1.195-|4173 258883217|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:15|7810070610|WF-BATCH  |01.02.2025|50472291|EKOS OLEO DES TRIF MARACUJA ES 200ML    |Z10002|      1-|     1.721-|4173 258883223|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:12|7810071190|WF-BATCH  |01.02.2025|50330582|EKOS RF SAB LIQ ESFOL PITANGA 185ML     |Z40002|      1-|     1.069-|4173 258883204|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:12|7810071005|WF-BATCH  |01.02.2025|50371867|EKOS POLPA HID MAOS ACAI 75G NFV LTM    |Z30005|      1-|       791-|4173 258883203|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:12|7810071479|WF-BATCH  |01.02.2025|50371867|EKOS POLPA HID MAOS ACAI 75G NFV LTM    |Z30005|      1-|       791-|4173 258883214|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:12|7810069363|WF-BATCH  |01.02.2025|50398687|TODODIA HID DES CORP FRAMB LT 400ML     |ZC0021|      1-|     1.282-|4173 258858142|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:12|7810071191|WF-BATCH  |01.02.2025|50463369|UNA BATOM ULTRA CARE 24H ROSE 2C 7ML    |Z70002|      1-|     1.143-|4173 258883200|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:09|7810070226|WF-BATCH  |01.02.2025|50294005|EKOS POLPA CRP CASTANHA 400ML TUT LATAM |ZA0023|      1-|     1.863-|4173 258858135|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:09|7810071002|WF-BATCH  |01.02.2025|50326103|EKOS HID POLPA MAOS CASTANHA 40G LTM    |Z70005|      1-|       557-|4173 258858135|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:09|7810070526|WF-BATCH  |01.02.2025|50371867|EKOS POLPA HID MAOS ACAI 75G NFV LTM    |Z30005|      1-|       791-|4173 258883197|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:09|7810070609|WF-BATCH  |01.02.2025|50398687|TODODIA HID DES CORP FRAMB LT 400ML     |ZC0021|      1-|     1.282-|4173 258858135|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:09|7810071004|WF-BATCH  |01.02.2025|50398687|TODODIA HID DES CORP FRAMB LT 400ML     |ZC0021|      1-|     1.282-|4173 258883194|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:09|7810070227|WF-BATCH  |01.02.2025|50440392|UNA BASE FACIAL TINT 12F                |ZB0006|      1-|     1.566-|4173 258883189|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:09|7810070225|WF-BATCH  |01.02.2025|50450331|UNA  PRIMER BLUR BF 30ML                |Z90033|      1-|     1.403-|4173 258883198|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:09|7810069568|WF-BATCH  |01.02.2025|50459832|ESSENCIAL SAB BAR OUD MASC 110G         |Z40008|      1-|       514-|4173 258883188|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:09|7810071003|WF-BATCH  |01.02.2025|50462346|LUMINA SH MATIZACAO 300ML PS            |Z90014|      1-|     1.174-|4173 258858137|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:09|7810070228|WF-BATCH  |01.02.2025|50462378|LUMINA COND SERUM RECONS  100ML TERC  PS|ZBF006|      1-|     1.746-|4173 258883185|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:09|7810071097|WF-BATCH  |01.02.2025|50505956|NATURA HOMEM SHOWER GEL CORAG MASC 100G |Z70001|      1-|       691-|4173 258883188|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:06|7810070223|WF-BATCH  |01.02.2025|50264598|UNA BATOM CC HIDRAT FPS25 ROSE 4C       |ZA0010|      1-|     1.733-|4173 258883177|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:06|7810071001|WF-BATCH  |01.02.2025|50308142|TODODIA RF SAB LIQ FRU VERME 300ML      |Z50012|      1-|       799-|4173 258858118|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:06|7810070904|WF-BATCH  |01.02.2025|50325626|EKOS FRESCOR ACAI EDT 150ML LTM         |Z80008|      1-|     2.329-|4173 258883179|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:06|7810070608|WF-BATCH  |01.02.2025|50326103|EKOS HID POLPA MAOS CASTANHA 40G LTM    |Z70005|      1-|       557-|4173 258858125|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:06|7810071096|WF-BATCH  |01.02.2025|50330582|EKOS RF SAB LIQ ESFOL PITANGA 185ML     |Z40002|      1-|     1.069-|4173 258858130|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:06|7810071413|WF-BATCH  |01.02.2025|50371867|EKOS POLPA HID MAOS ACAI 75G NFV LTM    |Z30005|      1-|       791-|4173 258883174|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:06|7810070799|WF-BATCH  |01.02.2025|50398687|TODODIA HID DES CORP FRAMB LT 400ML     |ZC0021|      1-|     1.282-|4173 258858121|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:06|7810070039|WF-BATCH  |01.02.2025|50398687|TODODIA HID DES CORP FRAMB LT 400ML     |ZC0021|      1-|     1.282-|4173 258858132|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:06|7810070224|WF-BATCH  |01.02.2025|50450331|UNA  PRIMER BLUR BF 30ML                |Z90033|      1-|     1.403-|4173 258883176|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:06|7810070798|WF-BATCH  |01.02.2025|50462376|LUMINA SPRY REA CACH CRE 150ML TERC PS  |ZBF003|      1-|     1.650-|4173 258883171|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:06|7810069362|WF-BATCH  |01.02.2025|50491092|TODODIA RF SAB LIQ CAMOMILA E LAVA 300ML|Z60004|      1-|       790-|4173 258858128|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:03|7810070319|WF-BATCH  |01.02.2025|50308673|KRISKA SHOCK EDT FEMININO 100ML LTM     |ZB0004|      1-|     2.891-|4173 258883169|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:03|7810071287|WF-BATCH  |01.02.2025|50379934|EKOS FRESCOR PITANGA PRETA EDT 150ML LTM|Z30002|      1-|     2.568-|4173 258883163|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:03|7810071189|WF-BATCH  |01.02.2025|50379934|EKOS FRESCOR PITANGA PRETA EDT 150ML LTM|Z30002|      1-|     2.568-|4173 258883163|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:03|7810070903|WF-BATCH  |01.02.2025|50406742|FACES MASCARA FACIAL HIDRA ILUMINADORA  |Y90006|      1-|       608-|4173 258858115|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:03|7810070525|WF-BATCH  |01.02.2025|50451472|EKOS SAB BARRA SORTIDOS 4X100G          |YC0001|      1-|     2.091-|4173 258858111|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:03|7810070797|WF-BATCH  |01.02.2025|50460796|LUMINA RF SH HIDRATACAO 300ML           |ZA0006|      1-|       710-|4173 258883168|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:00|7810070318|WF-BATCH  |01.02.2025|50294005|EKOS POLPA CRP CASTANHA 400ML TUT LATAM |ZA0023|      1-|     1.863-|4173 258858105|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:00|7810070999|WF-BATCH  |01.02.2025|50353210|UNA SERUM LABIAL ROSA TERC              |Z2W001|      1-|     1.539-|4173 258883151|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:00|7810070902|WF-BATCH  |01.02.2025|50366365|EKOS OLEO HID DES TRIFASI ACAI 200ML LTM|Z50003|      1-|     1.757-|4173 258858104|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:00|7810070222|WF-BATCH  |01.02.2025|50371867|EKOS POLPA HID MAOS ACAI 75G NFV LTM    |Z30005|      1-|       791-|4173 258854443|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:00|7810071095|WF-BATCH  |01.02.2025|50371867|EKOS POLPA HID MAOS ACAI 75G NFV LTM    |Z30005|      1-|       791-|4173 258883157|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:00|7810071000|WF-BATCH  |01.02.2025|50398687|TODODIA HID DES CORP FRAMB LT 400ML     |ZC0021|      1-|     1.282-|4173 258854448|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:00|7810071412|WF-BATCH  |01.02.2025|50425003|CONEXAO DE HUMOR EDT LTM 75ML           |Z70003|      1-|     2.842-|4173 258883161|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:26:00|7810070607|WF-BATCH  |01.02.2025|50451472|EKOS SAB BARRA SORTIDOS 4X100G          |YC0001|      1-|     2.091-|4173 258883154|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:57|7810070038|WF-BATCH  |01.02.2025|50294005|EKOS POLPA CRP CASTANHA 400ML TUT LATAM |ZA0023|      1-|     1.863-|4173 258858093|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:57|7810071410|WF-BATCH  |01.02.2025|50326103|EKOS HID POLPA MAOS CASTANHA 40G LTM    |Z70005|      1-|       557-|4173 258858100|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:57|7810071411|WF-BATCH  |01.02.2025|50350244|UNA REF BASE HD 23F                     |Z50002|      1-|     1.654-|4173 258854431|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:57|7810071478|WF-BATCH  |01.02.2025|50352594|UNA PINCEL PRO DUO FIBRAS TERC          |WAGK01|      1-|     2.100-|4173 258854431|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:57|7810070317|WF-BATCH  |01.02.2025|50357273|UNA FRASCO VAZIO BASE HD 30ML           |ZA0011|      1-|     2.019-|4173 258854431|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:57|7810070316|WF-BATCH  |01.02.2025|50373998|EKOS RF OLEO DES HID TRIF PITA 200ML LTM|Z60003|      1-|     1.629-|4173 258854430|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:57|7810070901|WF-BATCH  |01.02.2025|50391675|ESSENCIAL EXCLUS MASC EDP 100ML INT LTM |Z50002|      1-|     4.333-|4173 258854440|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:57|7810071477|WF-BATCH  |01.02.2025|50398687|TODODIA HID DES CORP FRAMB LT 400ML     |ZC0021|      1-|     1.282-|4173 258858100|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:57|7810069456|WF-BATCH  |01.02.2025|50440918|NAT HOMEM ELO EDP LTM 100ML             |Z20002|      1-|     4.613-|4173 258854427|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:57|7810070998|WF-BATCH  |01.02.2025|50460816|LUMINA SPRAY HIDRA 150ML TERC PS        |ZBF001|      1-|     1.779-|4173 258858098|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:57|7810069960|WF-BATCH  |01.02.2025|50462499|LUMINA COND SPRAY BRI COR 150ML TERC PS |Z7F019|      1-|     1.905-|4173 258858097|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:54|7810070997|WF-BATCH  |01.02.2025|50460796|LUMINA RF SH HIDRATACAO 300ML           |ZA0006|      1-|       710-|4173 258854424|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:54|7810070719|WF-BATCH  |01.02.2025|50462346|LUMINA SH MATIZACAO 300ML PS            |Z90014|      1-|     1.174-|4173 258854425|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:51|7810071408|WF-BATCH  |01.02.2025|50326103|EKOS HID POLPA MAOS CASTANHA 40G LTM    |Z70005|      1-|       557-|4173 258858090|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:51|7810071286|WF-BATCH  |01.02.2025|50371867|EKOS POLPA HID MAOS ACAI 75G NFV LTM    |Z30005|      1-|       791-|4173 258854418|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:51|7810070524|WF-BATCH  |01.02.2025|50371867|EKOS POLPA HID MAOS ACAI 75G NFV LTM    |Z30005|      1-|       791-|4173 258854419|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:51|7810070899|WF-BATCH  |01.02.2025|50388034|EKOS MASCARA COND MURUMURU NFV 200G LTM |ZB0010|      1-|     1.311-|4172 258843668|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:51|7810069567|WF-BATCH  |01.02.2025|50431815|UNA GLOSS LABIAL FPS15 VERMELHO 100 SSG |ZA0007|      1-|     1.284-|4173 258854423|      |         |SM Ventas Retail  |
| 4100|4173|YR1|  2521|02.02.2025|05:25:50|7810069361|WF-BATCH  |01.02.2025|50308673|KRISKA SHOCK EDT FEMININO 100ML LTM     |ZB0004|      1-|     2.891-|4173 258854417|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:48|7810070718|WF-BATCH  |01.02.2025|50202669|NATURE RF COND CACHINHOS RDC15          |Z50005|      1-|       535-|4172 258843645|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:48|7810070313|WF-BATCH  |01.02.2025|50294005|EKOS POLPA CRP CASTANHA 400ML TUT LATAM |Z40013|      1-|     1.863-|4172 258843642|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:48|7810071188|WF-BATCH  |01.02.2025|50326103|EKOS HID POLPA MAOS CASTANHA 40G LTM    |Z50004|      1-|       557-|4172 258851951|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:48|7810070315|WF-BATCH  |01.02.2025|50361868|FACES SOMBRA MONO WILD BLACK TERC       |Y6WN01|      1-|       969-|4172 258851945|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:48|7810071285|WF-BATCH  |01.02.2025|50372835|KAIAK MASC DES ROLL ON 75ML             |Z80020|      1-|       586-|4172 258843644|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:48|7810069957|WF-BATCH  |01.02.2025|50391295|UNA PRIMER FACIAL FPS 40                |YC0036|      1-|     1.312-|4172 258843662|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:48|7810070314|WF-BATCH  |01.02.2025|50398687|TODODIA HID DES CORP FRAMB LT 400ML     |ZC0022|      1-|     1.282-|4172 258843654|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:48|7810070523|WF-BATCH  |01.02.2025|50421569|EKOS SAB BAR MULTI ESFOLIA 4X100G       |Z9S001|      1-|     1.862-|4172 258851954|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:48|7810070416|WF-BATCH  |01.02.2025|50447688|UNA BT EXT CONFORT FPS25 LARAN 8C PE    |YC0003|      1-|       997-|4172 258851945|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:48|7810070996|WF-BATCH  |01.02.2025|50460816|LUMINA SPRAY HIDRA 150ML TERC PS        |Z7F011|      1-|     1.779-|4172 258843639|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:45|7810071407|WF-BATCH  |01.02.2025|50202669|NATURE RF COND CACHINHOS RDC15          |Z50005|      1-|       535-|4172 258843625|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:45|7810070522|WF-BATCH  |01.02.2025|50294005|EKOS POLPA CRP CASTANHA 400ML TUT LATAM |Z40013|      1-|     1.863-|4172 258843634|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:45|7810070605|WF-BATCH  |01.02.2025|50308673|KRISKA SHOCK EDT FEMININO 100ML LTM     |Z70003|      1-|     2.891-|4172 258843632|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:45|7810069836|WF-BATCH  |01.02.2025|50345573|FOTOEQ PROT SOL FAC GEL FPS50 50G LTM   |ZA0014|      1-|     1.453-|4172 258851937|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:45|7810069566|WF-BATCH  |01.02.2025|50379934|EKOS FRESCOR PITANGA PRETA EDT 150ML LTM|Z80005|      1-|     2.568-|4172 258843626|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:45|7810071476|WF-BATCH  |01.02.2025|50388034|EKOS MASCARA COND MURUMURU NFV 200G LTM |ZB0010|      1-|     1.311-|4172 258843634|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:45|7810070796|WF-BATCH  |01.02.2025|50399657|TODODIA RF HID DES CORP FRU VER 400ML   |ZC0022|      1-|       971-|4172 258843631|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:45|7810071186|WF-BATCH  |01.02.2025|50462344|LUMINA RF COND CR PENTEAR CACHOS 300ML  |ZC0008|      1-|       884-|4172 258843628|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:45|7810071187|WF-BATCH  |01.02.2025|50496719|TODODIA RF DES HID LIMAO 400ML          |ZB0014|      1-|     1.132-|4172 258843635|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:44|7810069360|WF-BATCH  |01.02.2025|50450285|FACES GLOSS DOLCE CHERRY BF 12ML        |ZA0004|      1-|       657-|4172 258843634|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:42|7810071475|WF-BATCH  |01.02.2025|50202667|NATURE RF SH CACHINHOS RDC15            |ZA0010|      1-|       587-|4172 258843625|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:42|7810069565|WF-BATCH  |01.02.2025|50202669|NATURE RF COND CACHINHOS RDC15          |Z50005|      1-|       535-|4172 258843625|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:42|7810071406|WF-BATCH  |01.02.2025|50308673|KRISKA SHOCK EDT FEMININO 100ML LTM     |Z70003|      1-|     2.891-|4172 258843616|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:42|7810070037|WF-BATCH  |01.02.2025|50325626|EKOS FRESCOR ACAI EDT 150ML LTM         |Z80008|      1-|     2.329-|4172 258843620|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:41|7810071094|WF-BATCH  |01.02.2025|50353071|UNA MASCARA CILIOS 2 EM 1 TERC          |Z8FC02|      1-|     3.006-|4172 258843617|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:38|7810070795|WF-BATCH  |01.02.2025|50294005|EKOS POLPA CRP CASTANHA 400ML TUT LATAM |Z40013|      1-|     1.863-|4172 258843613|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:38|7810069835|WF-BATCH  |01.02.2025|50325670|EKOS FRESCOR PITANGA EDT 150ML LTM      |Y70002|      1-|     2.691-|4172 258851927|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:38|7810071093|WF-BATCH  |01.02.2025|50345573|FOTOEQ PROT SOL FAC GEL FPS50 50G LTM   |ZA0014|      1-|     1.453-|4172 258843611|      |         |SM Ventas Retail  |
| 4100|4155|YR1|  2521|02.02.2025|05:25:38|7810069453|WF-BATCH  |01.02.2025|50356496|UNA CORRETIVO CUSHION NUDE ME 15N       |Z60004|      1-|     1.546-|4155 258806238|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:38|7810069956|WF-BATCH  |01.02.2025|50398687|TODODIA HID DES CORP FRAMB LT 400ML     |ZC0022|      1-|     1.282-|4172 258851920|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:38|7810071284|WF-BATCH  |01.02.2025|50398687|TODODIA HID DES CORP FRAMB LT 400ML     |ZC0022|      1-|     1.282-|4172 258851924|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:38|7810070717|WF-BATCH  |01.02.2025|50460796|LUMINA RF SH HIDRATACAO 300ML           |ZA0006|      1-|       710-|4172 258843609|      |         |SM Ventas Retail  |
| 4100|4172|YR1|  2521|02.02.2025|05:25:38|7810070311|WF-BATCH  |01.02.2025|50491092|TODODIA RF SAB LIQ CAMOMILA E LAVA 300ML|Z60004|      1-|       790-|4172 258843614|      |         |SM Ventas Retail  |
| 4100|4155|YR1|  2521|02.02.2025|05:25:38|7810070312|WF-BATCH  |01.02.2025|50491863|EKOS HID MAOS POLPA CAST WINNY 24 40G   |Z80002|      1-|       569-|4155 258806239|      |         |SM Ventas Retail  |
| 4100|4155|YR1|  2521|02.02.2025|05:25:35|7810071283|WF-BATCH  |01.02.2025|50316515|FACES LAPIS LABIO COLOR CONTOU ROSA TERC|YBFC02|      1-|       577-|4155 258806232|      |         |SM Ventas Retail  |
| 4100|4155|YR1|  2521|02.02.2025|05:25:35|7810071092|WF-BATCH  |01.02.2025|50320917|HUMOR BEIJO FEM EDT 75ML LTM            |ZA0010|      1-|     2.634-|4155 258806237|      |         |SM Ventas Retail  |
| 4100|4155|YR1|  2521|02.02.2025|05:25:35|7810069564|WF-BATCH  |01.02.2025|50326100|EKOS DES HID POLPA PES CASTANHA 75G LTM |Z50004|      1-|       744-|4155 258806228|      |         |SM Ventas Retail  |
| 4100|4155|YR1|  2521|02.02.2025|05:25:35|7810070415|WF-BATCH  |01.02.2025|50376932|EKOS FRESCOR EDT ISHPINK 150ML LTM      |Z10001|      1-|     2.739-|4155 258821701|      |         |SM Ventas Retail  |
| 4100|4155|YR1|  2521|02.02.2025|05:25:35|7810070716|WF-BATCH  |01.02.2025|50391678|EKOS RF EDT MARACUJA 150ML LTM          |ZA0005|      1-|     1.245-|4155 258806236|      |         |SM Ventas Retail  |
| 4100|4155|YR1|  2521|02.02.2025|05:25:35|7810070310|WF-BATCH  |01.02.2025|50404318|TODODIA DEO ROLL ON ACLARAR 70ML        |ZB0059|      1-|       539-|4155 258806224|      |         |SM Ventas Retail  |
| 4100|4155|YR1|  2521|02.02.2025|05:25:35|7810069452|WF-BATCH  |01.02.2025|50415866|CHRONOS BOLSAS E OLHEIRAS 15ML          |ZA0012|      1-|     2.349-|4155 258821696|      |         |SM Ventas Retail  |
| 4100|4155|YR1|  2521|02.02.2025|05:25:35|7810071405|WF-BATCH  |01.02.2025|50462339|LUMINA RF COND RECONSTRUCAO 300ML       |ZA0008|      1-|       787-|4155 258806229|      |         |SM Ventas Retail  |
| 4100|4155|YR1|  2521|02.02.2025|05:25:35|7810069834|WF-BATCH  |01.02.2025|50462369|LUMINA RF COND CACHEADOS 300ML          |Z90004|      1-|       827-|4155 258821698|      |         |SM Ventas Retail  |
