23.01.2026                                                                                 Salida dinámica de lista                                                                                         1
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Ce. |Alm.|CMv|Razión|Registrado|Hora    |Doc.mat.  |Usuario   |Fecha doc.|Material|Texto breve de material                 |Lote  |Cantidad|   Impte.ML|Txt.cab.doc.  |Pedido|Proveedor|Txt clase-mov.    |
| 4100|4165|YR1|  2521|02.02.2025|05:43:51|7810072956|WF-BATCH  |01.02.2025|50462509|LUMINA PROTETOR TERM 150ML TERC PS      |ZCFV03|      1-|     2.323-|4165 258879109|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:51|7810073446|WF-BATCH  |01.02.2025|50496708|TODODIA DES ROLLON MANGA 70ML           |Z80003|      1-|       539-|4165 258836826|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:51|7810074285|WF-BATCH  |01.02.2025|50514171|LUMINA RF SH RECONSTRUCAO 300ML         |Z60001|      1-|     1.148-|4165 258879106|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:50|7810074675|WF-BATCH  |01.02.2025|50460839|LUMINA COND HIDRATACAO 300ML PS         |Z80006|      1-|     1.039-|4165 258879109|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:50|7810074676|WF-BATCH  |01.02.2025|50496708|TODODIA DES ROLLON MANGA 70ML           |Z80003|      1-|       539-|4165 258879102|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:48|7810073800|WF-BATCH  |01.02.2025|50343132|ERVA DOCE DES ROLLON ANTIMANCHA 70ML    |Z90049|      1-|       523-|4165 258879099|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:48|7810074097|WF-BATCH  |01.02.2025|50400880|TDIA FRAMPIM ROS DES COL BOD SPLAS 200ML|ZB0070|      1-|     1.318-|4165 258836822|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:48|7810073062|WF-BATCH  |01.02.2025|50404315|TODODIA DEO ROLL ON PREB SEM PR 70ML    |ZA0018|      1-|       510-|4165 258836820|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:47|7810074096|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0031|      1-|       699-|4165 258836824|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:47|7810073445|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4165 258836822|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:47|7810074575|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4165 258836825|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:47|7810074095|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4165 258879100|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:47|7810074098|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4165 258879094|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:47|7810073799|WF-BATCH  |01.02.2025|50496708|TODODIA DES ROLLON MANGA 70ML           |Z80003|      1-|       539-|4165 258836826|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:44|7810072764|WF-BATCH  |01.02.2025|50308141|TODODIA RF SAB LIQ FRAMBOESA 300ML      |Z80013|      1-|       773-|4165 258879087|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:44|7810073531|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0031|      1-|       699-|4165 258879090|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:44|7810072955|WF-BATCH  |01.02.2025|50343132|ERVA DOCE DES ROLLON ANTIMANCHA 70ML    |Z90049|      1-|       523-|4165 258836816|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:44|7810073798|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4165 258836817|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:44|7810073444|WF-BATCH  |01.02.2025|50373976|EKOS COND MURUMURU NFV 300ML LTM        |Z50007|      1-|     1.324-|4165 258879089|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:44|7810074284|WF-BATCH  |01.02.2025|50373980|EKOS PRE SH COND MURUMURU NFV 100G LTM  |Z90002|      1-|       756-|4165 258879089|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:44|7810074094|WF-BATCH  |01.02.2025|50374055|HUMOR MEU PRIM HUMOR EDT FEM 75ML LTM NV|Y50006|      1-|     2.619-|4165 258836818|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:44|7810073530|WF-BATCH  |01.02.2025|50440532|CHRONOS REF AS 45 FPS30 DIA GAIA 40G PS |Z90003|      1-|     1.249-|4165 258879087|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:44|7810072864|WF-BATCH  |01.02.2025|50462475|LUMINA COND BRILHO COR 300ML PS         |ZB0011|      1-|     1.013-|4165 258879091|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:44|7810074476|WF-BATCH  |01.02.2025|50462509|LUMINA PROTETOR TERM 150ML TERC PS      |ZCFV03|      1-|     2.323-|4165 258879086|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:41|7810073898|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |Z90009|      1-|       681-|4165 258836804|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:41|7810073737|WF-BATCH  |01.02.2025|50343132|ERVA DOCE DES ROLLON ANTIMANCHA 70ML    |Z90049|      1-|       523-|4165 258879084|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:41|7810074475|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4165 258879080|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:41|7810072954|WF-BATCH  |01.02.2025|50366582|UNA RF PO COMPACTO NUDE ME 27N TERC     |X4WN11|      1-|     1.842-|4165 258836806|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:41|7810073797|WF-BATCH  |01.02.2025|50400880|TDIA FRAMPIM ROS DES COL BOD SPLAS 200ML|ZB0070|      1-|     1.318-|4165 258879086|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:41|7810074283|WF-BATCH  |01.02.2025|50462368|LUMINA COND MASC RECONS 250ML PS        |ZB0023|      1-|     1.501-|4165 258879081|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:41|7810073529|WF-BATCH  |01.02.2025|50496708|TODODIA DES ROLLON MANGA 70ML           |Z80003|      1-|       539-|4165 258879079|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:40|7810074674|WF-BATCH  |01.02.2025|50462509|LUMINA PROTETOR TERM 150ML TERC PS      |ZCFV03|      1-|     2.323-|4165 258836803|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:38|7810073897|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0031|      1-|       699-|4165 258879076|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:38|7810074092|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0031|      1-|       699-|4165 258879071|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:38|7810073443|WF-BATCH  |01.02.2025|50343132|ERVA DOCE DES ROLLON ANTIMANCHA 70ML    |Z90049|      1-|       523-|4165 258836798|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:38|7810074093|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4165 258879077|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:38|7810073736|WF-BATCH  |01.02.2025|50400880|TDIA FRAMPIM ROS DES COL BOD SPLAS 200ML|ZB0070|      1-|     1.318-|4165 258836796|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:38|7810073735|WF-BATCH  |01.02.2025|50404315|TODODIA DEO ROLL ON PREB SEM PR 70ML    |ZA0018|      1-|       510-|4165 258836797|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:38|7810073442|WF-BATCH  |01.02.2025|50462509|LUMINA PROTETOR TERM 150ML TERC PS      |ZCFV03|      1-|     2.323-|4165 258836802|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:38|7810073796|WF-BATCH  |01.02.2025|50462509|LUMINA PROTETOR TERM 150ML TERC PS      |ZCFV03|      1-|     2.323-|4165 258879074|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:38|7810073997|WF-BATCH  |01.02.2025|50462509|LUMINA PROTETOR TERM 150ML TERC PS      |ZCFV03|      1-|     2.323-|4165 258836796|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:38|7810073528|WF-BATCH  |01.02.2025|50496708|TODODIA DES ROLLON MANGA 70ML           |Z80003|      1-|       539-|4165 258879079|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:37|7810074673|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4165 258879075|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:35|7810074091|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0031|      1-|       699-|4165 258879066|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:35|7810073527|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |Z90009|      1-|       681-|4165 258879066|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:35|7810073440|WF-BATCH  |01.02.2025|50343132|ERVA DOCE DES ROLLON ANTIMANCHA 70ML    |Z90049|      1-|       523-|4165 258879062|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:35|7810073061|WF-BATCH  |01.02.2025|50400880|TDIA FRAMPIM ROS DES COL BOD SPLAS 200ML|ZB0070|      1-|     1.318-|4165 258879069|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:35|7810074474|WF-BATCH  |01.02.2025|50460793|LUMINA SH NUTRICAO 300ML PS             |Z50008|      1-|     1.074-|4165 258879070|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:35|7810073441|WF-BATCH  |01.02.2025|50462509|LUMINA PROTETOR TERM 150ML TERC PS      |ZCFV03|      1-|     2.323-|4165 258879061|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:35|7810073229|WF-BATCH  |01.02.2025|50462509|LUMINA PROTETOR TERM 150ML TERC PS      |ZCFV03|      1-|     2.323-|4165 258836790|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:35|7810073896|WF-BATCH  |01.02.2025|50496708|TODODIA DES ROLLON MANGA 70ML           |Z80003|      1-|       539-|4165 258879064|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:35|7810073668|WF-BATCH  |01.02.2025|50497021|EKOS EDT FRESCOR MARACUJA 75ML LTM      |Z90002|      1-|     1.993-|4165 258836789|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:32|7810073060|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0031|      1-|       699-|4165 258879057|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:32|7810073228|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |Z90009|      1-|       681-|4165 258879057|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:32|7810074574|WF-BATCH  |01.02.2025|50410543|FACES BATOM COLOR HID FPS8 ROSA 230 ABM |Z20001|      1-|       815-|4165 258836782|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:32|7810073734|WF-BATCH  |01.02.2025|50440532|CHRONOS REF AS 45 FPS30 DIA GAIA 40G PS |Z90003|      1-|     1.249-|4165 258836785|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:32|7810073996|WF-BATCH  |01.02.2025|50440533|CHRONOS REF AS 45 NOITE GAIA 40G PS     |Z90002|      1-|       727-|4165 258836785|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:32|7810074414|WF-BATCH  |01.02.2025|50460839|LUMINA COND HIDRATACAO 300ML PS         |Z80006|      1-|     1.039-|4165 258879060|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:32|7810073439|WF-BATCH  |01.02.2025|50462366|LUMINA SH CACHEADOS 300ML PS            |Z80005|      1-|     1.084-|4165 258836784|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:32|7810074090|WF-BATCH  |01.02.2025|50462471|LUMINA ESSENC PERFUME CABELO 30ML PS    |ZB0010|      1-|     1.649-|4165 258879059|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:32|7810073227|WF-BATCH  |01.02.2025|50496708|TODODIA DES ROLLON MANGA 70ML           |Z80003|      1-|       539-|4165 258836787|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:29|7810073438|WF-BATCH  |01.02.2025|50264917|MMBB HID EMULSAO AUX PREV ESTRIAS 200ML |ZA0006|      1-|     1.174-|4165 258836781|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:29|7810073733|WF-BATCH  |01.02.2025|50264917|MMBB HID EMULSAO AUX PREV ESTRIAS 200ML |ZA0006|      1-|     1.174-|4165 258836780|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:29|7810072863|WF-BATCH  |01.02.2025|50286229|MMBB SHAMPOO 200ML V2 BTV               |ZA0054|      1-|     1.163-|4165 258836779|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:29|7810072644|WF-BATCH  |01.02.2025|50343132|ERVA DOCE DES ROLLON ANTIMANCHA 70ML    |Z90049|      1-|       523-|4165 258879054|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:29|7810073667|WF-BATCH  |01.02.2025|50404315|TODODIA DEO ROLL ON PREB SEM PR 70ML    |ZA0018|      1-|       510-|4165 258879056|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:29|7810073226|WF-BATCH  |01.02.2025|50404315|TODODIA DEO ROLL ON PREB SEM PR 70ML    |ZA0018|      1-|       510-|4165 258879056|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:29|7810074573|WF-BATCH  |01.02.2025|50435123|CHRONOS PROT SOLAR FPS50 50ML GAIA PS   |Z80010|      1-|     1.693-|4165 258879055|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:26|7810073437|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0031|      1-|       699-|4165 258879052|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:26|7810073795|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0031|      1-|       699-|4165 258879054|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:26|7810074413|WF-BATCH  |01.02.2025|50343132|ERVA DOCE DES ROLLON ANTIMANCHA 70ML    |Z90049|      1-|       523-|4165 258879054|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:26|7810072272|WF-BATCH  |01.02.2025|50476884|UNA BRUMA FACIAL HID FIXADORA 100ML     |Z90014|      1-|     1.313-|4165 258836777|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:26|7810073995|WF-BATCH  |01.02.2025|50496708|TODODIA DES ROLLON MANGA 70ML           |Z80003|      1-|       539-|4165 258836778|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:25|7810073894|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |Z90009|      1-|       681-|4165 258836775|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:25|7810073895|WF-BATCH  |01.02.2025|50343132|ERVA DOCE DES ROLLON ANTIMANCHA 70ML    |Z90049|      1-|       523-|4165 258879054|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:23|7810074281|WF-BATCH  |01.02.2025|50188594|CHRONOS ELIXIR REDUTOR D RUGA 15ML LATAM|Z50006|      1-|     1.774-|4165 258879044|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:23|7810074282|WF-BATCH  |01.02.2025|50286229|MMBB SHAMPOO 200ML V2 BTV               |ZA0054|      1-|     1.163-|4165 258836769|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:23|7810074175|WF-BATCH  |01.02.2025|50294004|EKOS NECTAR CRP MARACUJA 400ML TUT LATAM|Z60006|      1-|     1.824-|4165 258879048|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:23|7810074412|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0031|      1-|       699-|4165 258879041|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:23|7810072372|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |Z90009|      1-|       681-|4165 258879044|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:23|7810074280|WF-BATCH  |01.02.2025|50462368|LUMINA COND MASC RECONS 250ML PS        |ZB0023|      1-|     1.501-|4165 258879050|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:23|7810072371|WF-BATCH  |01.02.2025|50462509|LUMINA PROTETOR TERM 150ML TERC PS      |ZCFV03|      1-|     2.323-|4165 258879047|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:23|7810073225|WF-BATCH  |01.02.2025|50497021|EKOS EDT FRESCOR MARACUJA 75ML LTM      |Z90002|      1-|     1.993-|4165 258879046|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:22|7810073526|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4165 258879051|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:20|7810073794|WF-BATCH  |01.02.2025|50326038|EKOS DES HID POLPA ESF MAOS PES CAST 60G|Z20001|      1-|       925-|4165 258879032|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:20|7810072861|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0031|      1-|       699-|4165 258836766|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:20|7810073436|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4165 258879037|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:20|7810072643|WF-BATCH  |01.02.2025|50374055|HUMOR MEU PRIM HUMOR EDT FEM 75ML LTM NV|Y50006|      1-|     2.619-|4164 258861859|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:20|7810072862|WF-BATCH  |01.02.2025|50462364|LUMINA COND CACHEADOS 300ML PS          |Z80005|      1-|     1.088-|4164 258861859|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:20|7810073435|WF-BATCH  |01.02.2025|50462489|LUMINA RF SH BRILHO COR 300ML           |Z40001|      1-|       710-|4165 258879038|      |         |SM Ventas Retail  |
| 4100|4165|YR1|  2521|02.02.2025|05:43:20|7810072370|WF-BATCH  |01.02.2025|50496708|TODODIA DES ROLLON MANGA 70ML           |Z80003|      1-|       539-|4165 258879034|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:19|7810073893|WF-BATCH  |01.02.2025|50462366|LUMINA SH CACHEADOS 300ML PS            |ZA0007|      1-|     1.084-|4164 258861859|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:19|7810073525|WF-BATCH  |01.02.2025|50462486|LUMINA COND MASC CACHEADO 250ML PS      |ZC0006|      1-|     1.368-|4164 258861859|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:17|7810073059|WF-BATCH  |01.02.2025|50294004|EKOS NECTAR CRP MARACUJA 400ML TUT LATAM|Z60006|      1-|     1.824-|4164 258861847|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:17|7810073792|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |Z90009|      1-|       681-|4164 258861856|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:17|7810073994|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4164 258861852|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:17|7810074473|WF-BATCH  |01.02.2025|50367715|KAIAK URBE MASC EDT 100ML LTM           |Z50013|      1-|     2.749-|4164 258861850|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:17|7810074089|WF-BATCH  |01.02.2025|50367715|KAIAK URBE MASC EDT 100ML LTM           |Z50013|      1-|     2.749-|4164 258861850|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:17|7810073732|WF-BATCH  |01.02.2025|50394887|MMBB AGUA DE COLONIA 100ML NV           |Z70286|      1-|       791-|4164 258861858|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:17|7810073793|WF-BATCH  |01.02.2025|50449713|EKOS SAB LIQ ESFOLIANTE PITANGA 185ML   |Z90004|      1-|     1.117-|4164 258861843|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:17|7810072271|WF-BATCH  |01.02.2025|50462364|LUMINA COND CACHEADOS 300ML PS          |Z80005|      1-|     1.088-|4164 258861858|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:17|7810073224|WF-BATCH  |01.02.2025|50462509|LUMINA PROTETOR TERM 150ML TERC PS      |ZCFV11|      1-|     2.323-|4164 258861845|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:16|7810073524|WF-BATCH  |01.02.2025|50440532|CHRONOS REF AS 45 FPS30 DIA GAIA 40G PS |Z90003|      1-|     1.249-|4164 258861843|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:16|7810073892|WF-BATCH  |01.02.2025|50440533|CHRONOS REF AS 45 NOITE GAIA 40G PS     |Z30001|      1-|       727-|4164 258861843|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:14|7810073223|WF-BATCH  |01.02.2025|50294004|EKOS NECTAR CRP MARACUJA 400ML TUT LATAM|Z60006|      1-|     1.824-|4164 258861838|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:14|7810073666|WF-BATCH  |01.02.2025|50462489|LUMINA RF SH BRILHO COR 300ML           |Z60005|      1-|       710-|4164 258861841|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:13|7810073993|WF-BATCH  |01.02.2025|50308141|TODODIA RF SAB LIQ FRAMBOESA 300ML      |Z20010|      1-|       773-|4164 258861827|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:13|7810073891|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |Z90025|      1-|       699-|4164 258861835|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:13|7810074411|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |Z90009|      1-|       681-|4164 258861833|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:13|7810073057|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4164 258861829|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:13|7810073058|WF-BATCH  |01.02.2025|50400880|TDIA FRAMPIM ROS DES COL BOD SPLAS 200ML|ZB0071|      1-|     1.318-|4164 258861837|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:10|7810073731|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |Z90025|      1-|       699-|4164 258861798|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:10|7810073730|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |Z90025|      1-|       699-|4164 258861820|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:10|7810073728|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |Z90025|      1-|       699-|4164 258861813|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:10|7810073665|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |Z90009|      1-|       681-|4164 258861815|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:43:10|7810072270|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |Z90009|      1-|       681-|4164 258861815|      |         |SM Ventas Retail  |
