-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Material|Ce. |Alm.|Texto breve de material     |Lote      |UM| Libre utiliz.|     Bloqueado|En CtrlCal|TransyTras|    Devol.| Valor total| Valor total|Denom-almacén   |Alm|Mon. | Val.trans.c/cond.|Valor en insp.cal.|    Stock no libre|    Valor no libre| Val.stock bl.dev.|
| 50304242|4100|4161|HUMOR A DOIS EDT MASC 75ML  |Z90005    |PC|            5 |            0 |        0 |        0 |        0 |     13.995 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50304242|4100|4161|HUMOR A DOIS EDT MASC 75ML  |ZC0006    |PC|            6 |            0 |        0 |        0 |        0 |     16.794 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50305366|4100|4161|NATURA HOMEM CORAGIO EDP 10 |A80013    |PC|           11 |            0 |        0 |        0 |        0 |     64.394 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50305366|4100|4161|NATURA HOMEM CORAGIO EDP 10 |A90015    |PC|           15 |            0 |        0 |        0 |        0 |     87.810 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50305388|4100|4161|EKOS HID POLPA MAOS PITANGA |A5PB03    |PC|            1 |            0 |        0 |        0 |        0 |        803 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50305388|4100|4161|EKOS HID POLPA MAOS PITANGA |A7PB02    |PC|           40 |            0 |        0 |        0 |        0 |     32.120 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50308141|4100|4161|TODODIA RF SAB LIQ FRAMBOES |A90010    |PC|            4 |            0 |        0 |        0 |        0 |      3.016 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50308141|4100|4161|TODODIA RF SAB LIQ FRAMBOES |AA0011    |PC|           23 |            0 |        0 |        0 |        0 |     17.342 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50308142|4100|4161|TODODIA RF SAB LIQ FRU VERM |A40005    |PC|            8 |            0 |        0 |        0 |        0 |      5.984 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50308142|4100|4161|TODODIA RF SAB LIQ FRU VERM |A60006    |PC|           24 |            0 |        0 |        0 |        0 |     17.952 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50308229|4100|4161|KRISKA DRAMA EDT FEM 100ML  |A90007    |PC|           17 |            0 |        0 |        0 |        0 |     49.198 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50308643|4100|4161|HUMOR PAZ E HUMOR EDT MASC  |A70008    |PC|            5 |            0 |        0 |        0 |        0 |     12.790 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50308643|4100|4161|HUMOR PAZ E HUMOR EDT MASC  |Z70005    |PC|            5 |            0 |        0 |        0 |        0 |     12.790 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50308673|4100|4161|KRISKA SHOCK EDT FEMININO 1 |A90009    |PC|            9 |            0 |        0 |        0 |        0 |     25.902 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50308673|4100|4161|KRISKA SHOCK EDT FEMININO 1 |AA0011    |PC|            8 |            0 |        0 |        0 |        0 |     23.024 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50308674|4100|4161|LUNA INTENSO EDP FEMININO 5 |A70001    |PC|            5 |            0 |        0 |        0 |        0 |     15.995 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50308674|4100|4161|LUNA INTENSO EDP FEMININO 5 |Z50001    |PC|            4 |            0 |        0 |        0 |        0 |     12.796 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50310737|4100|4161|EKOS HID MAOS PITANGA 40G L |A30002    |PC|           14 |            0 |        0 |        0 |        0 |      8.078 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50310737|4100|4161|EKOS HID MAOS PITANGA 40G L |A60003    |PC|           25 |            0 |        0 |        0 |        0 |     14.425 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50310737|4100|4161|EKOS HID MAOS PITANGA 40G L |A80004    |PC|           20 |            0 |        0 |        0 |        0 |     11.540 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50315467|4100|4161|SACOLA ESPECIAL PRESENTE M  |Z5H796    |PC|           70 |            0 |        0 |        0 |        0 |     52.220 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50316472|4100|4161|MMBB SAB BARRA 5X100G       |A50042    |PC|            4 |            0 |        0 |        0 |        0 |      7.204 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50316472|4100|4161|MMBB SAB BARRA 5X100G       |A50046    |PC|            5 |            0 |        0 |        0 |        0 |      9.005 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50316472|4100|4161|MMBB SAB BARRA 5X100G       |A70055    |PC|            3 |            0 |        0 |        0 |        0 |      5.403 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50320917|4100|4161|HUMOR BEIJO FEM EDT 75ML LTM|A90013    |PC|           17 |            0 |        0 |        0 |        0 |     42.908 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
| 50320918|4100|4161|HUMOR BEIJO MASC EDT 75ML L |A90009    |PC|            5 |            0 |        0 |        0 |        0 |     12.910 |          0 |DOMINICOS       |   |CLP  |                0 |                0 |                0 |                0 |                0 |
